codigo_submodalidade_v2,modalidade_v2,submodalidade_v2,cliente,origem,modalidade_v1,modalidade_v1_alternativa,modalidade_v1_inferida,regra,ambiguidade
1190,Financiamentos de infraestrutura e desenvolvimento,Financiamento de projeto,PF,Sem destinação específica,PF - Outros créditos,,,base,
1190,Financiamentos de infraestrutura e desenvolvimento,Financiamento de projeto,PF,Com destinação específica,PF - Outros créditos,,,base,
1190,Financiamentos de infraestrutura e desenvolvimento,Financiamento de projeto,PJ,Sem destinação específica,PJ - Investimento,,,base,
1190,Financiamentos de infraestrutura e desenvolvimento,Financiamento de projeto,PJ,Com destinação específica,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,,,base,
1201,Operações de arrendamento,Arrendamento financeiro exceto veículos automotores e imóveis,PF,Sem destinação específica,PF - Veículos,,,base,
1201,Operações de arrendamento,Arrendamento financeiro exceto veículos automotores e imóveis,PF,Com destinação específica,PF - Veículos,,,base,
1201,Operações de arrendamento,Arrendamento financeiro exceto veículos automotores e imóveis,PJ,Sem destinação específica,PJ - Investimento,PF - Veículos,,tratamento_2,natureza_nao_publicada
1201,Operações de arrendamento,Arrendamento financeiro exceto veículos automotores e imóveis,PJ,Com destinação específica,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,PF - Veículos,,tratamento_2,natureza_nao_publicada
1202,Operações de arrendamento,Arrendamento financeiro imobiliário,PF,Sem destinação específica,PF - Outros créditos,,,base,
1202,Operações de arrendamento,Arrendamento financeiro imobiliário,PF,Com destinação específica,PF - Outros créditos,,,base,
1202,Operações de arrendamento,Arrendamento financeiro imobiliário,PJ,Sem destinação específica,PJ - Investimento,,,base,
1202,Operações de arrendamento,Arrendamento financeiro imobiliário,PJ,Com destinação específica,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,,,base,
1205,Operações de arrendamento,Arrendamento operacional,PF,Sem destinação específica,PF - Outros créditos,,,base,
1205,Operações de arrendamento,Arrendamento operacional,PF,Com destinação específica,PF - Outros créditos,,,base,
1205,Operações de arrendamento,Arrendamento operacional,PJ,Sem destinação específica,PJ - Investimento,,,base,
1205,Operações de arrendamento,Arrendamento operacional,PJ,Com destinação específica,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,,,base,
1206,Operações de arrendamento,Arrendamento financeiro de veículos automotores,PF,Sem destinação específica,PF - Veículos,,,base,
1206,Operações de arrendamento,Arrendamento financeiro de veículos automotores,PF,Com destinação específica,PF - Veículos,,,base,
1206,Operações de arrendamento,Arrendamento financeiro de veículos automotores,PJ,Sem destinação específica,PJ - Investimento,PF - Veículos,,tratamento_2,natureza_nao_publicada
1206,Operações de arrendamento,Arrendamento financeiro de veículos automotores,PJ,Com destinação específica,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,PF - Veículos,,tratamento_2,natureza_nao_publicada
1301,Outros créditos,Avais e fianças honrados,PF,Sem destinação específica,PF - Outros créditos,,,base,
1301,Outros créditos,Avais e fianças honrados,PF,Com destinação específica,PF - Outros créditos,,,base,
1301,Outros créditos,Avais e fianças honrados,PJ,Sem destinação específica,PJ - Outros créditos,,,base,
1301,Outros créditos,Avais e fianças honrados,PJ,Com destinação específica,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,,,base,
1302,Outros créditos,Devedores por compra de valores e bens,PF,Sem destinação específica,PF - Outros créditos,,,base,
1302,Outros créditos,Devedores por compra de valores e bens,PF,Com destinação específica,PF - Outros créditos,,,base,
1302,Outros créditos,Devedores por compra de valores e bens,PJ,Sem destinação específica,PJ - Outros créditos,,,base,
1302,Outros créditos,Devedores por compra de valores e bens,PJ,Com destinação específica,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,,,base,
1303,Outros créditos,Títulos e créditos a receber,PF,Sem destinação específica,,,PF - Outros créditos,ausente_na_planilha,ausente_na_planilha
1303,Outros créditos,Títulos e créditos a receber,PF,Com destinação específica,,,PF - Outros créditos,ausente_na_planilha,ausente_na_planilha
1303,Outros créditos,Títulos e créditos a receber,PJ,Sem destinação específica,PJ - Outros créditos,,,base,
1303,Outros créditos,Títulos e créditos a receber,PJ,Com destinação específica,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,,,base,
1304,Outros créditos,Cartão de crédito - compra à vista e parcelado lojista,PF,Sem destinação específica,PF - Cartão de crédito,,,base,
1304,Outros créditos,Cartão de crédito - compra à vista e parcelado lojista,PF,Com destinação específica,PF - Cartão de crédito,,,base,
1304,Outros créditos,Cartão de crédito - compra à vista e parcelado lojista,PJ,Sem destinação específica,PJ - Outros créditos,,,base,
1304,Outros créditos,Cartão de crédito - compra à vista e parcelado lojista,PJ,Com destinação específica,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,,,base,
1350,Outros créditos,Recebíveis adquiridos,PF,Sem destinação específica,PF - Outros créditos,,,base,
1350,Outros créditos,Recebíveis adquiridos,PF,Com destinação específica,PF - Outros créditos,,,base,
1350,Outros créditos,Recebíveis adquiridos,PJ,Sem destinação específica,PJ - Operações com recebíveis,,,base,
1350,Outros créditos,Recebíveis adquiridos,PJ,Com destinação específica,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,,,base,
1399,Outros créditos,Outros com característica de crédito,PF,Sem destinação específica,,,PF - Outros créditos,ausente_na_planilha,ausente_na_planilha
1399,Outros créditos,Outros com característica de crédito,PF,Com destinação específica,,,PF - Outros créditos,ausente_na_planilha,ausente_na_planilha
1399,Outros créditos,Outros com característica de crédito,PJ,Sem destinação específica,PJ - Outros créditos,,,base,
1399,Outros créditos,Outros com característica de crédito,PJ,Com destinação específica,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,,,base,
